model,system,phase1_score,phase2_score,phase2_coverage,phase2_runtime_check_passed,phase3b_score,phase3_tv_rate,phase3_audit_run,phase3_final_score,overall_score,gen_tokens_in,gen_tokens_out,tv_agent_cost_usd,tv_agent_duration_s,best_run_spec_path,tv_workspace_path
claude_opus_proxy,spin,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,5184,1532,2.2419540000000002,1044.862,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_claude_opus_proxy/20260418130543/spin.tla,tv-workspaces/20260419_011620_spin
claude_opus_proxy,zookeeper,1.0,0.3333,0.3333,False,,,False,,0.333325,79715,2605,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_claude_opus_proxy/20260418162725/zookeeper.tla,tv-workspaces/20260419_011508_zookeeper
claude_sonnet,curp,1.0,0.0,0.0,False,,,False,,0.25,6677,4104,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_claude_sonnet_proxy/20260418083236/curp.tla,
claude_sonnet,dqueue,1.0,1.0,1.0,True,1.0,0.0,True,0.0,0.75,534,1468,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_claude_sonnet_proxy/20260418083619/dqueue.tla,tv-workspaces/20260418_132845_sonnet_dqueue
claude_sonnet,etcd,1.0,0.8,0.8,False,,,False,,0.45,28543,9682,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_claude_sonnet_direct/20260418105143/etcdraft.tla,
claude_sonnet,locksvc,1.0,1.0,1.0,True,0.16666666666666666,1.0,True,1.0,0.7916666666666666,6215,1569,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_claude_sonnet_direct/20260418113533/locksvc.tla,tv-workspaces/20260418_132845_sonnet_locksvc
claude_sonnet,mutex,1.0,1.0,1.0,True,0.7142857142857143,1.0,True,1.0,0.9285714285714286,4858,930,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_claude_sonnet_direct/20260418110532/mutex.tla,tv-workspaces/20260418_132845_sonnet_mutex
claude_sonnet,raftkvs,1.0,0.6667000000000001,0.6667000000000001,True,0.8,1.0,True,0.2,0.666675,48372,7400,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_claude_sonnet_direct/20260418120650/raftkvs.tla,tv-workspaces/20260418_132845_sonnet_raftkvs
claude_sonnet,redisraft,1.0,0.0,0.0,False,,,False,,0.25,4877,10913,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_claude_sonnet_proxy/20260418091902/redisraft.tla,
claude_sonnet,ringbuffer,1.0,1.0,1.0,True,1.0,0.7128378378378378,True,0.0,0.75,1326,716,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_claude_sonnet_proxy/20260418092050/ringbuffer.tla,tv-workspaces/20260418_132845_sonnet_ringbuffer
claude_sonnet,rwmutex,1.0,1.0,1.0,True,0.8,1.0,True,1.0,0.95,1089,3767,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_claude_sonnet_proxy/20260418075638/rwmutex.tla,tv-workspaces/20260418_132845_sonnet_rwmutex
claude_sonnet,spin,1.0,1.0,1.0,True,1.0,1.0,False,1.0,1.0,675,1251,3.1761646999999993,1169.078,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_claude_sonnet_proxy/20260418074507/spin.tla,tv-workspaces/20260416_071351_spin
claude_sonnet,zookeeper,1.0,1.0,1.0,True,0.6363636363636364,0.8484848484848485,True,0.6666666666666666,0.8257575757575757,8308,3263,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_claude_sonnet_proxy/20260418093535/zookeeper.tla,tv-workspaces/20260418_132845_sonnet_zookeeper
deepseek_r1_openrouter,curp,1.0,0.0,0.0,False,,,False,,0.25,40465,3703,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_deepseek_r1_openrouter/20260419185505/curp.tla,
deepseek_r1_openrouter,dqueue,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,3753,3939,2.8705076000000003,1318.676,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_deepseek_r1_openrouter/20260419202341/dqueue.tla,tv-workspaces/20260422_012947_dqueue
deepseek_r1_openrouter,etcd,0.45652173913043476,,,,,,True,,0.11413043478260869,28980,5932,0.82481255,350.322,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_deepseek_r1_openrouter/20260419171416/etcdraft.tla,tv-workspaces/20260422_012950_etcd
deepseek_r1_openrouter,locksvc,1.0,1.0,1.0,True,0.3333333333333333,1.0,True,0.75,0.7708333333333334,3806,11704,4.31835975,1793.795,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_deepseek_r1_openrouter/20260419213736/locksvc.tla,tv-workspaces/20260422_050510_locksvc
deepseek_r1_openrouter,mutex,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,3716,3672,2.9787983500000004,1152.664,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_deepseek_r1_openrouter/20260419222032/mutex.tla,tv-workspaces/20260422_012956_mutex
deepseek_r1_openrouter,raftkvs,0.47058823529411764,,,,,,False,,0.11764705882352941,37957,8753,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_deepseek_r1_openrouter/20260419230432/raftkvs.tla,
deepseek_r1_openrouter,redisraft,0.42857142857142855,,,,,,False,,0.10714285714285714,24960,10510,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_deepseek_r1_openrouter/20260420001312/redisraft.tla,
deepseek_r1_openrouter,ringbuffer,1.0,1.0,1.0,True,1.0,0.823076923076923,True,0.0,0.75,6275,9520,2.4263746999999998,987.504,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_deepseek_r1_openrouter/20260420015850/ringbuffer.tla,tv-workspaces/20260422_012959_ringbuffer
deepseek_r1_openrouter,rwmutex,1.0,1.0,1.0,True,0.8,1.0,True,1.0,0.95,6485,8626,3.42034665,1307.349,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_deepseek_r1_openrouter/20260420024406/rwmutex.tla,tv-workspaces/20260422_050520_rwmutex
deepseek_r1_openrouter,spin,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,3085,8485,3.156304899999999,1032.313,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_deepseek_r1_openrouter/20260419164010/spin.tla,tv-workspaces/20260422_013005_spin
deepseek_r1_openrouter,zookeeper,1.0,0.0,0.0,False,,,False,,0.25,48862,3400,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_deepseek_r1_openrouter/20260421201639/zookeeper.tla,
deepseek_tencent,etcd,,,,,,,True,,0.0,,,0.82481255,350.322,,tv-workspaces/20260422_012950_etcd
deepseek_tencent,spin,,,,,,,False,,0.0,,,,,,
deepseek_v32_ds,curp,0.42857142857142855,,,,,,False,,0.10714285714285714,41417,2915,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_deepseek_v32_ds/20260417113537/curp.tla,
deepseek_v32_ds,dqueue,1.0,1.0,1.0,True,0.0,0.0,True,0.0,0.5,4059,972,2.16434,1220.808,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_deepseek_v32_ds/20260417115542/dqueue.tla,tv-workspaces/20260418_082918_dqueue
deepseek_v32_ds,etcd,0.45,,,,,,True,,0.1125,31257,6008,0.82481255,350.322,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_deepseek_v32_ds/20260417111458/etcdraft.tla,tv-workspaces/20260422_012950_etcd
deepseek_v32_ds,locksvc,0.4722222222222222,,,,,,False,,0.11805555555555555,5253,1065,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_deepseek_v32_ds/20260417120051/locksvc.tla,
deepseek_v32_ds,mutex,1.0,1.0,1.0,True,0.7142857142857143,1.0,True,0.6666666666666666,0.8452380952380952,2588,735,3.6228916499999997,1383.141,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_deepseek_v32_ds/20260417120936/mutex.tla,tv-workspaces/20260418_082916_mutex
deepseek_v32_ds,raftkvs,0.4666666666666667,,,,,,False,,0.11666666666666667,41055,6593,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_deepseek_v32_ds/20260417132212/raftkvs.tla,
deepseek_v32_ds,redisraft,0.45,,,,,,False,,0.1125,27091,6269,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_deepseek_v32_ds/20260417135622/redisraft.tla,
deepseek_v32_ds,ringbuffer,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,7453,722,2.3234751499999997,770.609,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_deepseek_v32_ds/20260418025437/ringbuffer.tla,tv-workspaces/20260418_082920_ringbuffer
deepseek_v32_ds,rwmutex,0.453125,,,,,,False,,0.11328125,7106,1806,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_deepseek_v32_ds/20260418031754/rwmutex.tla,
deepseek_v32_ds,spin,1.0,1.0,1.0,True,0.7142857142857143,1.0,True,1.0,0.9285714285714286,3084,683,4.34699355,1488.902,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_deepseek_v32_ds/20260417102534/spin.tla,tv-workspaces/20260418_082914_spin
deepseek_v32_ds,zookeeper,1.0,0.0,0.0,False,,,False,,0.25,47331,2751,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_deepseek_v32_ds/20260418032415/zookeeper.tla,
deepseek_v32_openrouter,curp,0.41304347826086957,,,,,,False,,0.10326086956521739,42874,3610,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_deepseek_v32_openrouter/20260419143854/curp.tla,
deepseek_v32_openrouter,dqueue,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,etcd,0.47368421052631576,,,,,,True,,0.11842105263157894,29916,4675,0.82481255,350.322,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_deepseek_v32_openrouter/20260419121532/etcdraft.tla,tv-workspaces/20260422_012950_etcd
deepseek_v32_openrouter,locksvc,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,mutex,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,raftkvs,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,redisraft,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,ringbuffer,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,rwmutex,,,,,,,False,,0.0,,,,,,
deepseek_v32_openrouter,spin,1.0,1.0,1.0,True,1.0,,False,,0.75,4592,1177,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_deepseek_v32_openrouter/20260419115220/spin.tla,
deepseek_v32_openrouter,zookeeper,,,,,,,False,,0.0,,,,,,
gemini31_google,curp,1.0,1.0,1.0,True,0.7142857142857143,1.0,True,0.8333333333333334,0.886904761904762,45337,1572,4.8481829,2127.339,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_gemini31_google/20260419032610/curp.tla,tv-workspaces/20260419_084637_curp
gemini31_google,dqueue,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,2598,1934,2.51952255,1196.093,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_gemini31_google/20260419023445/dqueue.tla,tv-workspaces/20260419_084639_dqueue
gemini31_google,etcd,1.0,0.6667000000000001,0.6667000000000001,True,0.9230769230769231,0.8,False,0.8,0.8474442307692309,26037,3892,4.9392048499999985,1706.483,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_gemini31_google/20260419055828/etcdraft.tla,tv-workspaces/20260419_084635_etcdraft
gemini31_google,locksvc,1.0,1.0,1.0,True,0.3333333333333333,1.0,True,1.0,0.8333333333333334,5149,1132,4.337471699999999,1723.231,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_gemini31_google/20260419032349/locksvc.tla,tv-workspaces/20260419_084641_locksvc
gemini31_google,mutex,1.0,1.0,1.0,True,0.7142857142857143,1.0,True,0.6666666666666666,0.8452380952380952,2707,2376,2.9819776500000006,1153.531,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_gemini31_google/20260419012712/mutex.tla,tv-workspaces/20260419_084643_mutex
gemini31_google,raftkvs,1.0,0.5,0.5,True,0.8,1.0,True,0.8,0.7749999999999999,38968,5741,5.180665800000001,2340.006,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_gemini31_google/20260419035450/raftkvs.tla,tv-workspaces/20260419_084645_raftkvs
gemini31_google,redisraft,1.0,1.0,1.0,True,0.75,0.6666666666666666,True,0.5,0.8125,24310,1017,3.7389013000000006,1243.515,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_gemini31_google/20260419045922/redisraft.tla,tv-workspaces/20260419_084647_redisraft
gemini31_google,ringbuffer,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,6997,1116,3.5157719999999992,1442.045,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_gemini31_google/20260419024132/ringbuffer.tla,tv-workspaces/20260419_084649_ringbuffer
gemini31_google,rwmutex,1.0,1.0,1.0,True,0.9,1.0,True,1.0,0.975,5089,2401,2.54035505,1092.338,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_gemini31_google/20260419020729/rwmutex.tla,tv-workspaces/20260419_084651_rwmutex
gemini31_google,spin,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,3241,2689,3.7532877999999994,1043.062,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_gemini31_google/20260419011831/spin.tla,tv-workspaces/20260419_084633_spin
gemini31_google,zookeeper,1.0,1.0,1.0,True,0.7272727272727273,1.0,True,0.6666666666666666,0.8484848484848484,52918,2751,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_gemini31_google/20260419053048/zookeeper.tla,tv-workspaces/20260419_084653_zookeeper
glm51_openrouter,curp,0.4375,,,,,,False,,0.109375,37040,24485,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_glm51_openrouter/20260419135438/curp.tla,
glm51_openrouter,etcd,,,,,,,False,,0.0,,,,,,
glm51_openrouter,spin,1.0,1.0,1.0,True,1.0,,False,,0.75,2936,13745,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_glm51_openrouter/20260419114720/spin.tla,
gpt52,curp,1.0,0.0,0.0,False,,,False,,0.25,38229,2259,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_gpt52_proxy/20260418140448/curp.tla,tv-workspaces/20260419_011515_curp
gpt52,dqueue,0.47619047619047616,,,,,,True,,0.11904761904761904,3885,1362,0.6691355999999999,231.191,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_gpt52_proxy/20260418134923/dqueue.tla,tv-workspaces/20260418_174707_dqueue
gpt52,etcd,0.45098039215686275,,,,,,True,,0.11274509803921569,30208,5976,1.1375935999999995,354.428,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_gpt52_openai/20260418164010/etcdraft.tla,tv-workspaces/20260418_174707_etcdraft
gpt52,locksvc,0.5,,,,,,True,,0.125,4973,1121,0.6055278000000002,242.719,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_gpt52_proxy/20260418140048/locksvc.tla,tv-workspaces/20260418_174707_locksvc
gpt52,mutex,1.0,1.0,1.0,True,0.8571428571428571,1.0,True,1.0,0.9642857142857143,4463,1101,2.4892436500000006,1054.481,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_gpt52_proxy/20260418133123/mutex.tla,tv-workspaces/20260418_174707_mutex
gpt52,raftkvs,0.4672131147540984,,,,,,False,,0.1168032786885246,38113,6935,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_gpt52_openai/20260418160349/raftkvs.tla,
gpt52,redisraft,0.423728813559322,,,,,,True,,0.1059322033898305,28919,9830,0.8814770500000001,364.387,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_gpt52_openai/20260418162641/redisraft.tla,tv-workspaces/20260418_174707_redisraft
gpt52,ringbuffer,1.0,0.3,0.3,False,,,False,,0.325,8346,1722,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_gpt52_proxy/20260418135141/ringbuffer.tla,
gpt52,rwmutex,1.0,1.0,1.0,True,0.9,1.0,True,1.0,0.975,7488,2358,2.3768534999999997,1130.001,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_gpt52_proxy/20260418133633/rwmutex.tla,tv-workspaces/20260418_174707_rwmutex
gpt52,spin,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,5089,1413,3.1997106,1400.273,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_gpt52_proxy/20260418130554/spin.tla,tv-workspaces/20260418_174707_spin
gpt52,zookeeper,1.0,0.0,0.0,False,,,False,,0.25,48432,3060,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_gpt52_proxy/20260418141647/zookeeper.tla,
gpt54_azure,curp,1.0,0.25,0.25,False,,,False,,0.3125,34944,1833,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_gpt54_azure/20260416135739/curp.tla,
gpt54_azure,dqueue,1.0,1.0,1.0,True,0.0,1.0,True,1.0,0.75,2347,906,2.8319035499999994,1233.314,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_gpt54_azure/20260418090023/dqueue.tla,tv-workspaces/20260418_114419_dqueue
gpt54_azure,etcd,1.0,0.0,0.0,False,,,False,,0.25,31498,7820,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_gpt54_azure/20260418083436/etcdraft.tla,
gpt54_azure,locksvc,1.0,1.0,1.0,True,0.3333333333333333,1.0,True,1.0,0.8333333333333334,3498,1368,3.6131058,1526.579,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_gpt54_azure/20260418090821/locksvc.tla,tv-workspaces/20260418_114421_locksvc
gpt54_azure,mutex,1.0,1.0,1.0,True,0.5714285714285714,1.0,True,0.6666666666666666,0.8095238095238095,3681,942,1.9741471500000003,1024.33,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_gpt54_azure/20260416145221/mutex.tla,tv-workspaces/20260418_114415_mutex
gpt54_azure,raftkvs,1.0,0.75,0.75,True,0.0,1.0,True,1.0,0.6875,39790,7544,6.046993300000003,2188.3,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_gpt54_azure/20260418092445/raftkvs.tla,tv-workspaces/20260418_114423_raftkvs
gpt54_azure,redisraft,1.0,0.8946999999999999,0.8946999999999999,True,0.625,0.9483333333333333,True,0.6666666666666666,0.7965916666666666,24744,5543,4.1365979500000005,1660.079,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_gpt54_azure/20260418101116/redisraft.tla,tv-workspaces/20260418_114425_redisraft
gpt54_azure,ringbuffer,1.0,0.3333,0.3333,False,,,False,,0.333325,7258,764,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_gpt54_azure/20260418103135/ringbuffer.tla,
gpt54_azure,rwmutex,1.0,1.0,1.0,True,0.9,1.0,True,1.0,0.975,7122,1978,3.23799315,1312.272,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_gpt54_azure/20260416143101/rwmutex.tla,tv-workspaces/20260418_114417_rwmutex
gpt54_azure,spin,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,4513,1277,4.0539799499999996,1053.79,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_gpt54_azure/20260416143423/spin.tla,tv-workspaces/20260418_114413_spin
gpt54_azure,zookeeper,1.0,1.0,1.0,True,1.0,1.0,True,0.6666666666666666,0.9166666666666666,47291,2522,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_gpt54_azure/20260418110307/zookeeper.tla,tv-workspaces/20260418_114427_zookeeper
grok420_reasoning_xai,curp,1.0,1.0,1.0,True,0.8571428571428571,1.0,True,0.6666666666666666,0.8809523809523809,36638,919,6.684972499999997,2720.274,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_grok420_reasoning_xai/20260418172153/curp.tla,tv-workspaces/20260419_084659_curp
grok420_reasoning_xai,dqueue,1.0,1.0,1.0,True,1.0,1.0,True,1.0,1.0,2437,747,1.8158572500000003,743.563,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_grok420_reasoning_xai/20260418162138/dqueue.tla,tv-workspaces/20260419_084701_dqueue
grok420_reasoning_xai,etcd,1.0,0.1,0.1,True,0.0,0.4,True,0.4,0.375,26564,3164,4.786029599999999,1349.489,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_grok420_reasoning_xai/20260419020418/etcdraft.tla,tv-workspaces/20260419_084657_etcdraft
grok420_reasoning_xai,locksvc,1.0,0.0,0.0,False,,,False,,0.25,4999,1070,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_grok420_reasoning_xai/20260418170312/locksvc.tla,
grok420_reasoning_xai,mutex,1.0,1.0,1.0,True,0.8571428571428571,1.0,True,1.0,0.9642857142857143,2488,490,3.4096432,1226.552,/home/ubuntu/SysMoBench/output/compilation_check/tla/mutex/direct_call_grok420_reasoning_xai/20260418154420/mutex.tla,tv-workspaces/20260419_084703_mutex
grok420_reasoning_xai,raftkvs,0.5,,,,,,False,,0.125,34653,3896,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/raftkvs/direct_call_grok420_reasoning_xai/20260418174601/raftkvs.tla,
grok420_reasoning_xai,redisraft,1.0,0.0,0.0,False,,,False,,0.25,22341,3375,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/redisraft/direct_call_grok420_reasoning_xai/20260419014611/redisraft.tla,
grok420_reasoning_xai,ringbuffer,1.0,1.0,1.0,True,1.0,0.7363636363636363,True,0.0,0.75,6015,153,1.8654073000000004,879.078,/home/ubuntu/SysMoBench/output/compilation_check/tla/ringbuffer/direct_call_grok420_reasoning_xai/20260418162826/ringbuffer.tla,tv-workspaces/20260419_084705_ringbuffer
grok420_reasoning_xai,rwmutex,1.0,1.0,1.0,True,0.9,1.0,True,1.0,0.975,4637,827,2.41168065,1191.029,/home/ubuntu/SysMoBench/output/compilation_check/tla/rwmutex/direct_call_grok420_reasoning_xai/20260418160931/rwmutex.tla,tv-workspaces/20260419_084707_rwmutex
grok420_reasoning_xai,spin,1.0,1.0,1.0,True,1.0,1.0,True,0.5,0.875,2992,654,3.8914646999999998,1057.537,/home/ubuntu/SysMoBench/output/compilation_check/tla/spin/direct_call_grok420_reasoning_xai/20260418152753/spin.tla,tv-workspaces/20260419_084655_spin
grok420_reasoning_xai,zookeeper,1.0,1.0,1.0,True,0.0,1.0,True,1.0,0.75,45931,1051,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/zookeeper/direct_call_grok420_reasoning_xai/20260419014938/zookeeper.tla,tv-workspaces/20260419_084709_zookeeper
kimi_k25_ds,curp,1.0,1.0,1.0,True,0.0,1.0,True,0.8333333333333334,0.7083333333333334,37239,2034,5.532510000000002,2281.733,/home/ubuntu/SysMoBench/output/compilation_check/tla/curp/direct_call_kimi_k25_ds/20260417111447/curp.tla,tv-workspaces/20260418_062934_curp
kimi_k25_ds,dqueue,1.0,0.0,0.0,False,,,False,,0.25,2342,1030,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/dqueue/direct_call_kimi_k25_ds/20260417093959/dqueue.tla,
kimi_k25_ds,etcd,1.0,0.0,0.0,True,,,False,,0.25,29429,6010,,,/home/ubuntu/SysMoBench/output/compilation_check/tla/etcd/direct_call_kimi_k25_ds/20260417103538/etcdraft.tla,
kimi_k25_ds,locksvc,1.0,0.8571,0.8571,True,0.3333333333333333,1.0,False,1.0,0.7976083333333334,3505,1118,3.9487104000000004,2346.502,/home/ubuntu/SysMoBench/output/compilation_check/tla/locksvc/direct_call_kimi_k25_ds/20260417113225/locksvc.tla,tv-workspaces/20260417_163123_locksvc
